Birds_spp,Sample,Year,longitude,latitude
Wren,22_7_B,2022.0,-2.432102879511362,52.78275832681009
Wren,22_7_C,2022.0,-2.432068030100585,52.782817540449784
Wren,22_7_C,2022.0,-2.431171350658951,52.78217622227781
Goldfinch,22_7_B,2022.0,-2.4325334547126163,52.783296594347696
Goldfinch,22_7_A,2022.0,-2.431585493867414,52.78284615513562
Linnet,22_7_A,2022.0,-2.4325638478035225,52.78323471107346
Blue tit,22_7_A,2022.0,-2.430873066954142,52.784712661025665
Blue tit,22_7_B,2022.0,-2.432247361980444,52.783034433273656
Blue tit,22_7_A,2022.0,-2.4318052604603753,52.78267346664645
Blue tit,22_7_B,2022.0,-2.4318723393919477,52.78273768055523
Blackbird,22_7_A,2022.0,-2.430342075277863,52.784770989975684
Blackbird,22_7_A,2022.0,-2.431970530589139,52.78281252412901
Blackbird,22_7_A,2022.0,-2.431692570187344,52.78292365235831
Blackbird,22_7_C,2022.0,-2.4307733494031742,52.78224212688778
Chaffinch,22_7_A,2022.0,-2.4308281342539453,52.78464836611738
Chaffinch,22_7_B,2022.0,-2.4316933147985913,52.78299885085153
Chaffinch,22_7_A,2022.0,-2.431506987785854,52.782969985657864
Robin,22_7_A,2022.0,-2.43000829406874,52.78461374111723
Robin,22_7_B,2022.0,-2.4321040773391656,52.782879181527676
Robin,22_7_C,2022.0,-2.4314658912775666,52.78239806886671
Woodpigeon,22_7_A,2022.0,-2.430421144731216,52.78470355911104
Woodpigeon,22_7_A,2022.0,-2.4316276449558023,52.783076976849785
Woodpigeon,22_7_C,2022.0,-2.4319229781699914,52.78293087065795
Woodpigeon,22_7_C,2022.0,-2.4310079440098455,52.78222515993319
Wren,22_8_A,2022.0,-2.4256970815350307,52.78182499485091
Wren,22_8_C,2022.0,-2.423598256697535,52.781489800405474
Wren,22_8_A,2022.0,-2.423528517120814,52.781455978895146
Wren,22_8_A,2022.0,-2.422854125551417,52.781785062566364
Wren,22_8_B,2022.0,-2.4226639762342534,52.78228677873242
Wren,22_8_B,2022.0,-2.4213176100999183,52.78251603494689
Wren,22_8_A,2022.0,-2.42121878173787,52.782550456626744
Wren,22_8_C,2022.0,-2.420600929440032,52.78189127918079
Wren,22_8_B,2022.0,-2.419916115193974,52.78182756907894
Wren,22_8_B,2022.0,-2.4197526418926834,52.781327109568586
Wren,22_8_B,2022.0,-2.41935861442111,52.7812543499892
Chiffchaff,22_8_B,2022.0,-2.4234754008165122,52.781432118748924
Chiffchaff,22_8_C,2022.0,-2.421693846540484,52.782456577203696
Chiffchaff,22_8_C,2022.0,-2.4213321608196887,52.782311559654104
Chiffchaff,22_8_A,2022.0,-2.4196696270371163,52.78128732032453
Robin,22_8_A,2022.0,-2.4251526206100675,52.78225784105642
Robin,22_8_C,2022.0,-2.4251488268012777,52.78220775082734
Robin,22_8_A,2022.0,-2.4207627125427424,52.78221537803503
Robin,22_8_A,2022.0,-2.4201365592932524,52.78172257230967
Robin,22_8_C,2022.0,-2.419597670139103,52.780679314444285
Song thrush,22_8_C,2022.0,-2.4247930632816823,52.78233228118114
Song thrush,22_8_B,2022.0,-2.4194870080953614,52.78188821031151
Song thrush,22_8_A,2022.0,-2.4194587491312887,52.78273005444955
Goldfinch,22_8_A,2022.0,-2.4206343198509335,52.78192623342365
Blue tit,22_8_B,2022.0,-2.4239404140374137,52.7816659452608
Blue tit,22_8_C,2022.0,-2.4237537264007285,52.7815022719457
Blue tit,22_8_A,2022.0,-2.4233222636752525,52.78131943084833
Blue tit,22_8_A,2022.0,-2.4226155342081204,52.78240419433087
Blue tit,22_8_B,2022.0,-2.4214134526909477,52.782514692317115
Blue tit,22_8_B,2022.0,-2.4207672630948944,52.78200191959854
Blue tit,22_8_A,2022.0,-2.4203123623516065,52.781787084296106
Blue tit,22_8_B,2022.0,-2.419745064844457,52.781913351157336
Blue tit,22_8_B,2022.0,-2.4196427265006335,52.78055289334393
Blackbird,22_8_C,2022.0,-2.4247534560737036,52.781320325621586
Blackbird,22_8_A,2022.0,-2.424696995067537,52.78129246969406
Blackbird,22_8_A,2022.0,-2.4241431026557514,52.78177544891131
Blackbird,22_8_C,2022.0,-2.424063349162506,52.78173164276539
Blackbird,22_8_B,2022.0,-2.4236749085934886,52.78155466155587
Blackbird,22_8_B,2022.0,-2.4229032272031557,52.78173578571417
Blackbird,22_8_C,2022.0,-2.4223758859182403,52.78086786261882
Blackbird,22_8_A,2022.0,-2.420001415334902,52.78244755231661
Blackbird,22_8_C,2022.0,-2.4195264466714446,52.78152131079205
Yellowhammer,22_8_A,2022.0,-2.420797416210016,52.78204389981724
Great tit,22_8_A,2022.0,-2.4230223307545296,52.781747385821575
Great tit,22_8_B,2022.0,-2.4228502452550735,52.78240736594261
Great tit,22_8_B,2022.0,-2.4215354563094063,52.78248419640174
Great tit,22_8_A,2022.0,-2.4206311329813546,52.78262368993491
Great tit,22_8_A,2022.0,-2.420401061554764,52.781730653591474
Great tit,22_8_B,2022.0,-2.4202202225032985,52.7818294980549
Great tit,22_8_A,2022.0,-2.4197014659759932,52.78047452347819
Goldfinch,22_8_A,2022.0,-2.424374795278729,52.781129282587365
Dunnock,22_8_C,2022.0,-2.425676146458232,52.78205053725415
Dunnock,22_8_C,2022.0,-2.424560799042068,52.78224092191361
Dunnock,22_8_A,2022.0,-2.4225653922659003,52.7823462525791
Dunnock,22_8_A,2022.0,-2.4212227491984164,52.782276875665005
Dunnock,22_8_C,2022.0,-2.4196172170650896,52.78133660754438
Blackcap,22_8_C,2022.0,-2.422664627108304,52.7823539155387
Blackcap,22_8_C,2022.0,-2.420341761320872,52.78175090533577
Blackcap,22_8_B,2022.0,-2.4199686839238326,52.781451604218596
Blackcap,22_8_C,2022.0,-2.419625159422287,52.780444731224115
Chaffinch,22_8_C,2022.0,-2.425208412801681,52.78153915204656
Chaffinch,22_8_C,2022.0,-2.4227862199330494,52.78262203859199
Woodpigeon,22_8_B,2022.0,-2.4228925908329106,52.78268378804857
Woodpigeon,22_8_B,2022.0,-2.419914325234705,52.78198490142539
Woodpigeon,22_8_A,2022.0,-2.4198518157139617,52.78201518505195
Woodpigeon,22_8_C,2022.0,-2.4196115381215653,52.78212025146603
Skylark,22_8_C,2022.0,-2.423241197675171,52.78250217059547
Blackbird,22_8_C,2022.0,-2.4228450231681817,52.78003585590033
Blackbird,22_8_B,2022.0,-2.4231359710427642,52.77979608404628
Blackbird,22_8_C,2022.0,-2.4235100008989057,52.779424467436854
Blackbird,22_8_A,2022.0,-2.4240598112998146,52.778952342597414
Blackbird,22_8_C,2022.0,-2.422907364810307,52.77859348501373
Blackbird,22_8_A,2022.0,-2.4227349326064456,52.77862576865533
Blackbird,22_8_A,2022.0,-2.4212162348018813,52.77944238155564
Blackbird,22_8_A,2022.0,-2.4222357206315777,52.78100514330028
Woodpigeon,22_8_A,2022.0,-2.4239090662586418,52.7787360720565
Woodpigeon,22_8_B,2022.0,-2.4232411226992583,52.778626399103345
Woodpigeon,22_8_B,2022.0,-2.4209132738534755,52.77968706346883
Woodpigeon,22_8_C,2022.0,-2.420604458254398,52.779325186057314
Woodpigeon,22_8_C,2022.0,-2.4197744429316965,52.78032447625348
Woodpigeon,22_8_A,2022.0,-2.4194926892112867,52.78026944390062
Blackcap,22_8_B,2022.0,-2.423345924509142,52.77866256592976
Blackcap,22_8_C,2022.0,-2.419879996661002,52.780438597425345
Robin,22_8_C,2022.0,-2.4235376011968097,52.7793707755014
Robin,22_8_A,2022.0,-2.423605515998491,52.77933155592338
Robin,22_8_C,2022.0,-2.423907938329858,52.779033275657184
Robin,22_8_A,2022.0,-2.424111561325007,52.77890343628271
Robin,22_8_A,2022.0,-2.423824373488203,52.77870226991881
Robin,22_8_C,2022.0,-2.4225154032009977,52.778772714779876
Robin,22_8_A,2022.0,-2.4219898090523957,52.77884279608246
Robin,22_8_B,2022.0,-2.4207181188773084,52.77986315244054
Robin,22_8_A,2022.0,-2.4199553645557232,52.78033845203347
House sparrow,22_8_B,2022.0,-2.4213847784840525,52.7785915971928
Wren,22_8_C,2022.0,-2.4241913369423993,52.77884468544671
Wren,22_8_B,2022.0,-2.424043268599916,52.7789036805138
Wren,22_8_A,2022.0,-2.42349004676846,52.77861089400971
Wren,22_8_B,2022.0,-2.422845642311214,52.778442669273986
Wren,22_8_A,2022.0,-2.422110380893784,52.77843310853469
Wren,22_8_C,2022.0,-2.421782362636471,52.778578003379174
Wren,22_8_A,2022.0,-2.4205236899494476,52.77886505685622
Wren,22_8_C,2022.0,-2.4206773347039814,52.77979995953562
Wren,22_8_A,2022.0,-2.4206847347170273,52.779734159625555
Wren,22_8_B,2022.0,-2.4202000005217275,52.78029373631524
Wren,22_8_A,2022.0,-2.4202471756150135,52.78018638244875
Wren,22_8_B,2022.0,-2.419695197976158,52.78043925161834
Great tit,22_8_C,2022.0,-2.423707401239794,52.77865396669112
Great tit,22_8_B,2022.0,-2.4195056459128153,52.78078097087371
Great tit,22_8_A,2022.0,-2.4198695222548166,52.780185284157106
Blue tit,22_8_C,2022.0,-2.419490256026772,52.78085167108193
Blue tit,22_8_C,2022.0,-2.4205571680453737,52.779836926692774
Chiffchaff,22_8_A,2022.0,-2.4234425501521297,52.77868414548769
Chiffchaff,22_8_B,2022.0,-2.4206350936098633,52.77958573597468
Chiffchaff,22_8_A,2022.0,-2.420234330351559,52.77927046889075
Chaffinch,22_8_A,2022.0,-2.4217344037241686,52.77901910115699
Goldcrest,22_8_B,2022.0,-2.4230393649035875,52.778534548686416
Goldcrest,22_8_A,2022.0,-2.4228503681860523,52.77851573428546
Goldfinch,22_8_C,2022.0,-2.4239465948061194,52.77887722949276
Goldfinch,22_8_A,2022.0,-2.4238297166659146,52.77883867029791
Goldfinch,22_8_B,2022.0,-2.4205886250543465,52.779766169345066
Goldfinch,22_8_C,2022.0,-2.4206923462425056,52.77969028351684
Woodpigeon,23_1_C,2023.0,-2.4462278626938705,52.767833950582926
Woodpigeon,23_1_B,2023.0,-2.4492043325101878,52.770129417319
Woodpigeon,23_1_C,2023.0,-2.4493426405175645,52.770170706666136
Woodpigeon,23_1_B,2023.0,-2.449503784744436,52.770197971490504
Woodpigeon,23_1_A,2023.0,-2.4494243614421163,52.77029583711041
Woodpigeon,23_1_D,2023.0,-2.4492523012928324,52.77032436471476
Woodpigeon,23_1_D,2023.0,-2.4491424347208426,52.769697580132245
Woodpigeon,23_1_A,2023.0,-2.4454094985768595,52.767579178260185
Blackbird,23_1_A,2023.0,-2.4464129018249543,52.767951725364895
Blackbird,23_1_D,2023.0,-2.447034747100768,52.76808876054537
Blackbird,23_1_C,2023.0,-2.4473298389699085,52.76885422653292
Blackbird,23_1_C,2023.0,-2.4471490082185197,52.76914760232353
Blackbird,23_1_C,2023.0,-2.44774400826361,52.7694011501205
Blackbird,23_1_D,2023.0,-2.4496904207624857,52.76993383949958
Blackbird,23_1_B,2023.0,-2.4500136031798103,52.76989693265136
Blackbird,23_1_D,2023.0,-2.4484617699017854,52.77130774155548
Skylark,23_1_D,2023.0,-2.446266901844755,52.767382218956854
Skylark,23_1_D,2023.0,-2.4454128402207367,52.76799646339747
Skylark,23_1_C,2023.0,-2.447278880716903,52.76782887557172
Skylark,23_1_A,2023.0,-2.4474939040534984,52.768002008003236
Skylark,23_1_C,2023.0,-2.4459593283747036,52.7689444095411
Skylark,23_1_D,2023.0,-2.4459206800442628,52.76947976623975
Skylark,23_1_B,2023.0,-2.4463262094514495,52.7695852827441
Skylark,23_1_D,2023.0,-2.4474013678407505,52.77045094923917
Skylark,23_1_A,2023.0,-2.4490162015249752,52.7701593992427
Skylark,23_1_D,2023.0,-2.4500541070831794,52.77097166165531
Skylark,23_1_C,2023.0,-2.4496514064625194,52.771142672972964
Skylark,23_1_D,2023.0,-2.448687839255899,52.771837637433094
Skylark,23_1_B,2023.0,-2.448378477696195,52.771789746606174
Skylark,23_1_A,2023.0,-2.447407750833627,52.77250702807335
Skylark,23_1_A,2023.0,-2.4462416046742965,52.77137855882544
Skylark,23_1_C,2023.0,-2.445381225421061,52.77138179358699
Skylark,23_1_B,2023.0,-2.445274107038387,52.773135012103545
Skylark,23_1_B,2023.0,-2.4438243332884206,52.77231533034766
Great tit,23_1_A,2023.0,-2.4470956931279915,52.768430006814924
Great tit,23_1_A,2023.0,-2.4489022993500953,52.76980999184751
Great tit,23_1_A,2023.0,-2.4499510958028163,52.77011961707993
Robin,23_1_B,2023.0,-2.4467911890315803,52.7678666737583
Robin,23_1_A,2023.0,-2.447056020755958,52.76904341947476
Lapwing,23_1_B,2023.0,-2.4462073792384866,52.76807793914282
Goldfinch,23_1_C,2023.0,-2.446607005398596,52.76783252313651
Goldfinch,23_1_D,2023.0,-2.4471853216762147,52.76820666405328
Goldfinch,23_1_A,2023.0,-2.4497764498009174,52.76989727493917
Carrion crow,23_1_C,2023.0,-2.446398631405865,52.767679992009484
Carrion crow,23_1_D,2023.0,-2.447675308877375,52.76892958059981
Carrion crow,23_1_D,2023.0,-2.448071820050189,52.771736548395516
Carrion crow,23_1_A,2023.0,-2.449567841638473,52.77083886717989
Carrion crow,23_1_A,2023.0,-2.4473855532840805,52.772045771007576
Lapwing,23_1_C,2023.0,-2.448825545340042,52.76905067249077
Lapwing,23_1_C,2023.0,-2.4451482591019484,52.77125276819091
Lapwing,23_1_A,2023.0,-2.4466992054094043,52.77234802102979
Chaffinch,23_1_C,2023.0,-2.4461780570078284,52.767457817426276
Chaffinch,23_1_D,2023.0,-2.4463617395825876,52.767443188299936
Chaffinch,23_1_B,2023.0,-2.4463396883764594,52.76753386700766
Chaffinch,23_1_D,2023.0,-2.4464896885398693,52.76759602236758
Chaffinch,23_1_B,2023.0,-2.4494308250278913,52.76980798977601
Magpie,23_1_D,2023.0,-2.447215516135376,52.76891040895816
Magpie,23_1_B,2023.0,-2.4495233170671145,52.76986339035471
Magpie,23_1_B,2023.0,-2.4436114868363186,52.77267321291508
Wren,23_1_D,2023.0,-2.447393700935276,52.76835919377354
Wren,23_1_C,2023.0,-2.447486616246517,52.76845640774192
Wren,23_1_C,2023.0,-2.4470194812443133,52.768841459180834
Chiffchaff,23_1_D,2023.0,-2.449118809632939,52.76963494953548
Chiffchaff,23_1_C,2023.0,-2.449384220122682,52.76974544632976
Chiffchaff,23_1_D,2023.0,-2.4499263910936153,52.76995245727537
Chiffchaff,23_1_C,2023.0,-2.4483014692407714,52.76948472675198
Blackcap,23_1_C,2023.0,-2.4487272297944407,52.769545836376366
Reed bunting,23_1_C,2023.0,-2.448652515578536,52.77121865439368
Woodpigeon,23_1_C,2023.0,-2.446665092629657,52.7690170171425
Whitethroat,23_1_D,2023.0,-2.4476946401432356,52.76857409377722
Robin,23_1_B,2023.0,-2.4501352197681903,52.770146793845356
Robin,23_1_B,2023.0,-2.449246056971294,52.769718094277415
Lapwing,23_1_B,2023.0,-2.447194148325172,52.772429782210374
Lapwing,23_1_B,2023.0,-2.4451775695701055,52.771872889790075
Sedge warbler,23_1_D,2023.0,-2.448870181276687,52.77115511055854
Dunnock,23_1_D,2023.0,-2.4495963495352053,52.77026034063177
Willow warbler,23_1_D,2023.0,-2.448968009715656,52.76949614265241
Wren,23_1_D,2023.0,-2.4499639514488316,52.77025197735187
Yellowhammer,23_1_D,2023.0,-2.4473132525216346,52.771718505708215
Chaffinch,23_2_A,2023.0,-2.4451506648885277,52.766942032308954
Chaffinch,23_2_D,2023.0,-2.445173696325618,52.76683781508235
Chaffinch,23_2_D,2023.0,-2.445035416755663,52.76686391014596
Chaffinch,23_2_D,2023.0,-2.444379912693642,52.766674548835226
Chaffinch,23_2_B,2023.0,-2.4442461161183062,52.766216623657016
Chaffinch,23_2_D,2023.0,-2.439992956309373,52.76594777245893
Chaffinch,23_2_D,2023.0,-2.4373730066300046,52.764758814940436
Chaffinch,23_2_C,2023.0,-2.4371431692427383,52.764752693642876
Chaffinch,23_2_D,2023.0,-2.4371973986649382,52.764431924247624
Chaffinch,23_2_D,2023.0,-2.4378235199999794,52.76385816393566
Great tit,23_2_A,2023.0,-2.444747372459241,52.766870835874215
Great tit,23_2_B,2023.0,-2.444620355074145,52.76680859213257
Great tit,23_2_B,2023.0,-2.4437409601841327,52.76619862321349
Great tit,23_2_A,2023.0,-2.443301484400912,52.765914542174755
Great tit,23_2_A,2023.0,-2.4374521674897847,52.76463308268791
Great tit,23_2_C,2023.0,-2.436512616811969,52.76373755715148
Blackbird,23_2_A,2023.0,-2.44346338840908,52.76601847026187
Blackbird,23_2_C,2023.0,-2.4408660964059994,52.765944529155234
Blackbird,23_2_D,2023.0,-2.4404773809201727,52.76613413414666
Blackbird,23_2_D,2023.0,-2.437684171613216,52.76485523131681
Blackbird,23_2_A,2023.0,-2.4374893579467987,52.76490473260239
Blackbird,23_2_D,2023.0,-2.4370866033930234,52.76369362916649
Skylark,23_2_D,2023.0,-2.4444393014855015,52.767081058014824
Skylark,23_2_A,2023.0,-2.444022149868385,52.76560521394793
Skylark,23_2_B,2023.0,-2.4441570330783033,52.76531201488513
Skylark,23_2_A,2023.0,-2.4435365824945343,52.7653073685511
Skylark,23_2_C,2023.0,-2.443261849466236,52.765405960560905
Skylark,23_2_D,2023.0,-2.442778451665835,52.766453101844064
Skylark,23_2_C,2023.0,-2.4417206209914935,52.76523748978073
Skylark,23_2_B,2023.0,-2.4404468548002702,52.76652450593192
Skylark,23_2_C,2023.0,-2.4397546442853733,52.766241350353866
Skylark,23_2_C,2023.0,-2.439145022344471,52.76503102112659
Woodpigeon,23_2_D,2023.0,-2.4441524265466086,52.765988015585926
Woodpigeon,23_2_D,2023.0,-2.4439630760568334,52.76657411238347
Woodpigeon,23_2_D,2023.0,-2.4421913918449913,52.76634379025258
Woodpigeon,23_2_B,2023.0,-2.4392543122702524,52.76561600395016
Woodpigeon,23_2_B,2023.0,-2.4394918520325,52.765245771983366
Woodpigeon,23_2_C,2023.0,-2.437295382066024,52.76503785728372
Woodpigeon,23_2_C,2023.0,-2.437129027509033,52.76448792754465
Robin,23_2_A,2023.0,-2.437121379500312,52.76487124528913
Robin,23_2_B,2023.0,-2.4372802614143096,52.76467553021295
Robin,23_2_A,2023.0,-2.437236228021235,52.76372095309934
Lapwing,23_2_B,2023.0,-2.4420453351904334,52.76553594238883
Lapwing,23_2_C,2023.0,-2.4410221420640257,52.76660599433988
Pied wagtail,23_2_B,2023.0,-2.4450072101927716,52.766437789134
Magpie,23_2_B,2023.0,-2.4437130919806216,52.765717873334594
Magpie,23_2_C,2023.0,-2.442955975104995,52.76583220662913
Magpie,23_2_D,2023.0,-2.4377602550100668,52.76442287856883
Willow warbler,23_2_C,2023.0,-2.444695378511075,52.76627867434017
Willow warbler,23_2_C,2023.0,-2.4401545010322923,52.76601686188197
Woodpigeon,23_2_A,2023.0,-2.439000721539321,52.76553331633653
Chiffchaff,23_2_C,2023.0,-2.439519392581447,52.7656986484323
Chiffchaff,23_2_D,2023.0,-2.4382905365189003,52.76460211097539
Goldfinch,23_2_C,2023.0,-2.437353484261536,52.763957463301935
Goldfinch,23_2_D,2023.0,-2.437732174234085,52.763914252423014
Whitethroat,23_2_D,2023.0,-2.444909638824498,52.76700960512331
Wren,23_2_D,2023.0,-2.4405933239961666,52.76623823686976
Spotted flycatcher,23_2_D,2023.0,-2.440237383332945,52.76626046567457
Wren,23_2_D,2023.0,-2.437420596648168,52.76377602427773
Greenfinch,23_2_D,2023.0,-2.4378420717976357,52.76456195449175
Blackbird,23_3_C,2023.0,-2.435923404243606,52.771440426319195
Blackbird,23_3_A,2023.0,-2.436468557032122,52.77072422745511
Blackbird,23_3_C,2023.0,-2.4360003892194357,52.770801793396174
Blackbird,23_3_C,2023.0,-2.4340444222914623,52.76902664575002
Blue tit,23_3_C,2023.0,-2.436490425555942,52.77186812047941
Blue tit,23_3_A,2023.0,-2.4352244242186196,52.76927513227926
Chaffinch,23_3_B,2023.0,-2.436316926888609,52.771192487410275
Chiffchaff,23_3_C,2023.0,-2.435473860724693,52.77129671135129
Chiffchaff,23_3_B,2023.0,-2.434754064934218,52.76913149097282
Dunnock,23_3_C,2023.0,-2.4365122160587016,52.77196284469
Long-tailed tit,23_3_A,2023.0,-2.4354855435124496,52.77142307435328
Robin,23_3_B,2023.0,-2.4363807156769646,52.77131865858584
Robin,23_3_A,2023.0,-2.434834605607416,52.770938800488864
Robin,23_3_B,2023.0,-2.435242237625629,52.76897169260132
Robin,23_3_A,2023.0,-2.435034527802618,52.76904197813495
Robin,23_3_C,2023.0,-2.434315346804172,52.76902565369531
Skylark,23_3_A,2023.0,-2.434757177953003,52.768398324988155
Wren,23_3_C,2023.0,-2.4363721286916586,52.77150197875871
Wren,23_3_A,2023.0,-2.435661496700012,52.77130234239341
Wren,23_3_C,2023.0,-2.436000957813992,52.77085867397032
Wren,23_3_A,2023.0,-2.4353050739408566,52.769003063421266
Wren,23_3_A,2023.0,-2.434274798728311,52.769139567567464
Wren,23_3_C,2023.0,-2.4340672752207886,52.769228811611825
Blackbird,23_3_C,2023.0,-2.44022339665382,52.77519236535872
Blackbird,23_3_B,2023.0,-2.440309710165325,52.77527626844696
Blackcap,23_3_B,2023.0,-2.4411247573071293,52.77558421850936
Blackcap,23_3_C,2023.0,-2.4412633739728347,52.77555778783006
Blackcap,23_3_C,2023.0,-2.440850798091396,52.77596100393243
Blackcap,23_3_B,2023.0,-2.436537938674738,52.772018452164744
Blackcap,23_3_B,2023.0,-2.4364072529756036,52.77390424554788
Blackcap,23_3_A,2023.0,-2.436968005303343,52.774426958029736
Blue tit,23_3_A,2023.0,-2.4400825576873197,52.77499852608137
Blue tit,23_3_C,2023.0,-2.4393482265453876,52.77421732212638
Blue tit,23_3_C,2023.0,-2.436481237161792,52.77275723693783
Blue tit,23_3_B,2023.0,-2.436398969002603,52.77414398924457
Blue tit,23_3_A,2023.0,-2.4364682519409397,52.77466203304404
Chaffinch,23_3_A,2023.0,-2.440493544653938,52.77549586267895
Chaffinch,23_3_B,2023.0,-2.4406126282842853,52.77565090988884
Chaffinch,23_3_A,2023.0,-2.4381330067028912,52.774480967846685
Chiffchaff,23_3_B,2023.0,-2.4404915160593004,52.77529502943482
Chiffchaff,23_3_A,2023.0,-2.440263185064027,52.77490067455725
Chiffchaff,23_3_C,2023.0,-2.440203600346741,52.77534792848757
Chiffchaff,23_3_B,2023.0,-2.441561316765135,52.775440061520115
Chiffchaff,23_3_A,2023.0,-2.437888084616446,52.774559617369135
Chiffchaff,23_3_A,2023.0,-2.4363764368722935,52.77402745493088
Chiffchaff,23_3_C,2023.0,-2.4362149664171513,52.77390495307128
Chiffchaff,23_3_A,2023.0,-2.4363553054921967,52.7719154645874
Cuckoo,23_3_B,2023.0,-2.436993590333387,52.77484798151025
Collared dove,23_3_C,2023.0,-2.436413332687337,52.77344423293277
Dunnock,23_3_A,2023.0,-2.4421605474985366,52.77553500966548
Great tit,23_3_A,2023.0,-2.4363365338315113,52.772174683166355
Robin,23_3_A,2023.0,-2.4409266277453634,52.77606438174338
Robin,23_3_A,2023.0,-2.4365540030262984,52.772556128219954
Robin,23_3_B,2023.0,-2.4367759111094127,52.774447101954785
Skylark,23_3_B,2023.0,-2.441040082872569,52.774606244442865
Skylark,23_3_A,2023.0,-2.43951905876561,52.773147697531925
Skylark,23_3_B,2023.0,-2.4380188382426917,52.772686779690545
Song thrush,23_3_A,2023.0,-2.4363581830784637,52.77433850139436
Song thrush,23_3_C,2023.0,-2.4359630529575567,52.77435291224839
Whitethroat,23_3_C,2023.0,-2.442072850783479,52.77531505963813
Whitethroat,23_3_B,2023.0,-2.441615256382447,52.77549169053189
Whitethroat,23_3_B,2023.0,-2.4403055239054328,52.774861644941964
Woodpigeon,23_3_C,2023.0,-2.4395190837917853,52.77421021022206
Woodpigeon,23_3_B,2023.0,-2.4410021956956953,52.77614184554144
Wren,23_3_B,2023.0,-2.441338023732831,52.77554455254975
Wren,23_3_A,2023.0,-2.440753340767821,52.77583179152394
Wren,23_3_C,2023.0,-2.4404502893132536,52.77544419347461
Wren,23_3_A,2023.0,-2.440406968649448,52.775386045762005
Wren,23_3_B,2023.0,-2.440277334383766,52.77524399498493
Wren,23_3_C,2023.0,-2.4401800765438537,52.775134217559604
Wren,23_3_C,2023.0,-2.440016728370486,52.77482708388966
Wren,23_3_A,2023.0,-2.4366004287394682,52.772925245288384
Wren,23_3_A,2023.0,-2.4381956709559747,52.77433820411614
Wren,23_3_A,2023.0,-2.4377154700691013,52.774391807558494
Wren,23_3_B,2023.0,-2.4378119395937974,52.774423845093416
Dunnock,23_4_A,2023.0,-2.4291491438646973,52.77135546643476
Dunnock,23_4_A,2023.0,-2.429704053824447,52.771528844099166
Chiffchaff,23_4_A,2023.0,-2.42871541251585,52.77120237606459
Skylark,23_4_A,2023.0,-2.4284725737504314,52.77193470858749
Skylark,23_4_A,2023.0,-2.428078007665555,52.76994693337555
Robin,23_4_A,2023.0,-2.4292729551822947,52.768823130230935
Blue tit,23_4_A,2023.0,-2.429246725943296,52.768399516413275
Wren,23_4_A,2023.0,-2.4276846149652505,52.768075114413676
Blackbird,23_4_A,2023.0,-2.429068319253291,52.76820391807028
Chiffchaff,23_4_A,2023.0,-2.4295737101069124,52.76800138396858
Blackcap,23_4_A,2023.0,-2.429220146154618,52.76794022308644
Great tit,23_4_A,2023.0,-2.42894742338118,52.76787430862903
Blue tit,23_4_A,2023.0,-2.426907184539389,52.76527697738531
Wren,23_4_A,2023.0,-2.4271764815765065,52.7649950214932
Mallard,23_4_A,2023.0,-2.4300664526682234,52.76502471501664
Mallard,23_4_A,2023.0,-2.430089741654549,52.76514951320452
Mallard,23_4_A,2023.0,-2.4301134265265247,52.765314450804254
Mallard,23_4_A,2023.0,-2.4298488625093544,52.765328790525146
Mallard,23_4_A,2023.0,-2.429810824883497,52.76519958566509
Mallard,23_4_A,2023.0,-2.4297726117364746,52.765052541046096
Mallard,23_4_A,2023.0,-2.4294789460546022,52.76509820609251
Mallard,23_4_A,2023.0,-2.4295169826086784,52.765227411063414
Mallard,23_4_A,2023.0,-2.429554975474702,52.76535215608309
Mallard,23_4_A,2023.0,-2.4293494079910714,52.76538412131635
Mallard,23_4_A,2023.0,-2.4292746524142816,52.76525950933845
Coot,23_4_A,2023.0,-2.4289428620706857,52.76516704813789
Moorhen,23_4_A,2023.0,-2.4291851042456227,52.76512603066833
Blue tit,23_4_B,2023.0,-2.429353929550001,52.77182001826096
Garden warbler,23_4_B,2023.0,-2.4290289602404407,52.77167847163828
Willow warbler,23_4_B,2023.0,-2.428563921914956,52.77150174974072
Chiffchaff,23_4_B,2023.0,-2.428253708688479,52.771364607750556
Blackbird,23_4_B,2023.0,-2.4278505248543,52.771495405857095
Blackcap,23_4_B,2023.0,-2.429305768193405,52.7714098643511
Skylark,23_4_B,2023.0,-2.4311136210719195,52.77054250757871
Great tit,23_4_B,2023.0,-2.4293682408961335,52.77028569529105
Cuckoo,23_4_B,2023.0,-2.430862491353534,52.76894224743604
Tree creeper,23_4_B,2023.0,-2.4295800788392827,52.76864807432664
Wren,23_4_B,2023.0,-2.4291769240541696,52.768778876939685
Blackbird,23_4_B,2023.0,-2.429274690255684,52.76825223211883
Blackbird,23_4_B,2023.0,-2.429109498578757,52.76790494283305
Wren,23_4_B,2023.0,-2.428043211469055,52.76789987679215
Chiffchaff,23_4_B,2023.0,-2.4279214464588743,52.76823036315804
Robin,23_4_B,2023.0,-2.4282324244435873,52.7684477849545
Redstart,23_4_B,2023.0,-2.4276420340216993,52.76748207566174
Whitethroat,23_4_B,2023.0,-2.425609072584361,52.767128122982136
Reed warbler,23_4_B,2023.0,-2.4308506748530205,52.76551247835123
Dunnock,23_4_B,2023.0,-2.4309154349921847,52.76462468404478
