Birds_spp,Sample,Year,longitude,latitude
Reed warbler,23_4_B,2023.0,-2.4303366075959794,52.76483195070233
Mallard,23_4_B,2023.0,-2.429988519183579,52.76532382404165
Mallard,23_4_B,2023.0,-2.429965142476707,52.765190105965885
Mallard,23_4_B,2023.0,-2.4299193564414616,52.765020788379076
Mallard,23_4_B,2023.0,-2.4297018531363914,52.765333783491506
Mallard,23_4_B,2023.0,-2.429671168585263,52.76520455193871
Mallard,23_4_B,2023.0,-2.4296551894630434,52.76507526708769
Chiffchaff,23_4_C,2023.0,-2.4296232069491666,52.771533597144696
Wren,23_4_C,2023.0,-2.4287673265465295,52.77124678925602
Dunnock,23_4_C,2023.0,-2.4286267303497717,52.77115809576749
Chaffinch,23_4_C,2023.0,-2.4283347306059824,52.77137769536611
Wren,23_4_C,2023.0,-2.428996586128683,52.76838704142317
Chaffinch,23_4_C,2023.0,-2.428985153799687,52.767972294169155
Robin,23_4_C,2023.0,-2.4280292930124023,52.767980208705985
Whitethroat,23_4_C,2023.0,-2.4265618799234994,52.76756178809855
Wren,23_4_C,2023.0,-2.4271309248949704,52.764848002489465
Chaffinch,23_4_C,2023.0,-2.4268386541753326,52.765036379005956
Mallard,23_4_C,2023.0,-2.430121614679474,52.765399162904764
Mallard,23_4_C,2023.0,-2.430003971851787,52.76539958961472
Mallard,23_4_C,2023.0,-2.429849873254765,52.765431369043334
Mallard,23_4_C,2023.0,-2.4297028196059562,52.76543190207595
Mallard,23_4_C,2023.0,-2.4295192660093408,52.76545932772475
Mallard,23_4_C,2023.0,-2.429298817051559,52.76547350639844
Mallard,23_4_C,2023.0,-2.429071015255702,52.76548771127096
Blackbird,23_5_C,2023.0,-2.4365920572274624,52.78395294769149
Blackbird,23_5_B,2023.0,-2.437760044069152,52.78435111318861
Blackbird,23_5_A,2023.0,-2.4381110605107446,52.78439233150658
Blackbird,23_5_B,2023.0,-2.4389023110168244,52.78451411513128
Blackbird,23_5_C,2023.0,-2.439436008431615,52.7845914992502
Blackbird,23_5_A,2023.0,-2.4337929517307284,52.784524411850086
Blackbird,23_5_B,2023.0,-2.4348122771910634,52.783610867231594
Blackcap,23_5_C,2023.0,-2.4380437334712397,52.78467034203082
Blackcap,23_5_A,2023.0,-2.438526495753133,52.78479610154004
Blackcap,23_5_B,2023.0,-2.439258090046242,52.78456381534544
Blackcap,23_5_C,2023.0,-2.439023991756083,52.78452783625268
Blackcap,23_5_B,2023.0,-2.4379302966943954,52.7840812256864
Blackcap,23_5_C,2023.0,-2.438191301753221,52.78353890937931
Blue tit,23_5_B,2023.0,-2.438278833863547,52.78341104219903
Blue tit,23_5_B,2023.0,-2.437224533339932,52.78409233274616
Blue tit,23_5_A,2023.0,-2.436819630083569,52.78380472582637
Blue tit,23_5_B,2023.0,-2.4363730374780768,52.78402177712125
Bullfinch,23_5_B,2023.0,-2.4385613818345853,52.78408172783902
Canada goose,23_5_A,2023.0,-2.437457415306448,52.783541618837184
Chaffinch,23_5_A,2023.0,-2.4347715883141636,52.785155712084276
Chiffchaff,23_5_B,2023.0,-2.4391982917795225,52.78466040316874
Chiffchaff,23_5_B,2023.0,-2.437766746325839,52.78408749814195
Chiffchaff,23_5_A,2023.0,-2.437118213488462,52.784211765466424
Chiffchaff,23_5_B,2023.0,-2.433863634024018,52.784580839355144
Chiffchaff,23_5_C,2023.0,-2.4333789152034155,52.78425666677512
Dunnock,23_5_C,2023.0,-2.4371087364797113,52.783732802951306
Goldcrest,23_5_B,2023.0,-2.4383395708820315,52.784337635314294
Chiffchaff,23_5_A,2023.0,-2.438436624182059,52.78422673867021
Garden warbler,23_5_B,2023.0,-2.4385675104362328,52.784226254702936
Great spotted wood,23_5_A,2023.0,-2.4384347999651244,52.784045349928135
Great spotted wood,23_5_B,2023.0,-2.4380833303316027,52.78395878537127
Great tit,23_5_A,2023.0,-2.4353032536778185,52.7845613922343
Long-tailed tit,23_5_A,2023.0,-2.437839561619374,52.78482131413102
Mistle thrush,23_5_A,2023.0,-2.434928205251477,52.78351691007475
Moorhen,23_5_A,2023.0,-2.4358219294746086,52.78407198691584
Robin,23_5_B,2023.0,-2.4340473241866105,52.784719048065526
Robin,23_5_B,2023.0,-2.437004121788241,52.78402228755782
Robin,23_5_A,2023.0,-2.4378930715517817,52.78409836897232
Stock dove,23_5_C,2023.0,-2.4374785122445166,52.783314796634905
Tree creeper,23_5_B,2023.0,-2.438371751040337,52.78428366458093
Woodpigeon,23_5_B,2023.0,-2.43700488886701,52.784098810949004
Wren,23_5_C,2023.0,-2.4388844117807245,52.784593541895596
Wren,23_5_B,2023.0,-2.4383462117526578,52.78453317776602
Wren,23_5_B,2023.0,-2.438608467062737,52.7836507394005
Wren,23_5_C,2023.0,-2.438445260453045,52.78369102317934
Wren,23_5_C,2023.0,-2.437766490187147,52.78406199034755
Wren,23_5_B,2023.0,-2.4377535481538817,52.7841697416891
Wren,23_5_A,2023.0,-2.437815853710225,52.78432256411891
Wren,23_5_C,2023.0,-2.4373438409166015,52.78433564298842
Wren,23_5_A,2023.0,-2.4346965464518706,52.78372466367973
Wren,23_5_C,2023.0,-2.4337230247107082,52.784074013293555
Wren,23_5_B,2023.0,-2.4334918081317944,52.784327111758486
Blackbird,23_5_B,2023.0,-2.44066490938157,52.780837153206065
Blackbird,23_5_A,2023.0,-2.439812399794699,52.781123748654565
Blackbird,23_5_A,2023.0,-2.438143968645384,52.782085085762304
Blackcap,23_5_C,2023.0,-2.439612267532869,52.78120951991134
Canada goose,23_5_B,2023.0,-2.4378781609179163,52.78214842225671
Chiffchaff,23_5_B,2023.0,-2.441419142499712,52.781463564079615
Chiffchaff,23_5_A,2023.0,-2.439714756602768,52.781175128259406
Chiffchaff,23_5_B,2023.0,-2.439463293516656,52.781269592502184
Chiffchaff,23_5_C,2023.0,-2.4387466622646814,52.781589688298105
Chiffchaff,23_5_C,2023.0,-2.438123220898658,52.78188109242277
Chiffchaff,23_5_A,2023.0,-2.437554156027392,52.78200223430201
Chiffchaff,23_5_B,2023.0,-2.4376155189605826,52.78206152828808
Great tit,23_5_B,2023.0,-2.438274278663655,52.78202791812828
Wren,23_5_C,2023.0,-2.4407440546890653,52.780805681708976
Wren,23_5_B,2023.0,-2.4408424409023897,52.780827990452764
Long-tailed tit,23_5_A,2023.0,-2.4408855399226903,52.780929865251906
Skylark,23_5_B,2023.0,-2.4410110800482046,52.78178819318638
Wren,23_5_C,2023.0,-2.4384830817423153,52.781874093756585
Wren,23_5_A,2023.0,-2.4383237011003045,52.78182933407742
Wren,23_5_B,2023.0,-2.4381762613380173,52.782042451865266
Wren,23_5_C,2023.0,-2.437568491734785,52.782033358765936
Wren,23_5_A,2023.0,-2.4367419218967683,52.782580592382025
Woodpigeon,23_5_B,2023.0,-2.438477153321347,52.781749406231114
Woodpigeon,23_5_C,2023.0,-2.438094975998094,52.78186135663184
Robin,23_5_A,2023.0,-2.4391005904356073,52.78145800024944
Wren,23_5_B,2023.0,-2.4388398615213753,52.78156100038785
Moorhen,23_5_B,2023.0,-2.436279247911204,52.782590798350576
Long-tailed tit,23_5_A,2023.0,-2.437007563464676,52.7825002532259
Blackbird,23_6_C,2023.0,-2.433994831271588,52.78776204659113
Blackbird,23_6_B,2023.0,-2.433502566527144,52.788932371989596
Blackbird,23_6_C,2023.0,-2.43150278037287,52.78926425519115
Blackbird,23_6_A,2023.0,-2.431201534046697,52.78937609341404
Blackbird,23_6_A,2023.0,-2.4311923825203725,52.78781427487176
Blackcap,23_6_B,2023.0,-2.4346775829482428,52.78674758796231
Blackcap,23_6_B,2023.0,-2.4339958958183243,52.787868966560744
Blackcap,23_6_C,2023.0,-2.432320104906023,52.78720299444098
Blackcap,23_6_B,2023.0,-2.431579840426852,52.789412904405644
Blackcap,23_6_B,2023.0,-2.4296167455567863,52.788358431174444
Blackcap,23_6_B,2023.0,-2.4295955674920107,52.78748784228203
Blue tit,23_6_A,2023.0,-2.4344386995727234,52.78679428782239
Blue tit,23_6_B,2023.0,-2.4340612881063843,52.78684531301771
Blue tit,23_6_B,2023.0,-2.4325839737896744,52.7890388313092
Blue tit,23_6_A,2023.0,-2.43155716318167,52.78903111610391
Blue tit,23_6_A,2023.0,-2.430064635276938,52.78778782020083
Blue tit,23_6_A,2023.0,-2.428284388971573,52.78802338521941
Chaffinch,23_6_A,2023.0,-2.4342310796317093,52.78681796047169
Chaffinch,23_6_A,2023.0,-2.4321778487026036,52.789372539608635
Chiffchaff,23_6_A,2023.0,-2.4330214768835052,52.78679183362252
Chiffchaff,23_6_B,2023.0,-2.4326665597533172,52.787205549674546
Chiffchaff,23_6_A,2023.0,-2.4337371688071565,52.788454175603114
Chiffchaff,23_6_B,2023.0,-2.4339515516695647,52.78847630359958
Chiffchaff,23_6_C,2023.0,-2.4339528442389082,52.78860613497604
Chiffchaff,23_6_A,2023.0,-2.433227889012886,52.78918159176147
Chiffchaff,23_6_B,2023.0,-2.4323184792112507,52.78894433170966
Chiffchaff,23_6_C,2023.0,-2.431837939688866,52.78812506008893
Chiffchaff,23_6_B,2023.0,-2.4317384098474633,52.78825143986141
Chiffchaff,23_6_B,2023.0,-2.430152088438074,52.788990396235825
Chiffchaff,23_6_A,2023.0,-2.4305728585129778,52.78758740322748
Chiffchaff,23_6_C,2023.0,-2.4283877187289686,52.7882826841907
Chiffchaff,23_6_A,2023.0,-2.4282920383223807,52.78816083110168
Dunnock,23_6_B,2023.0,-2.433916728142624,52.78687639171387
Dunnock,23_6_C,2023.0,-2.436136256955291,52.78648637891992
Dunnock,23_6_A,2023.0,-2.4287177913285225,52.78789962057347
Goldcrest,23_6_B,2023.0,-2.4301769167822607,52.78767667041054
Goldcrest,23_6_A,2023.0,-2.4309970270771815,52.789078977569375
Great tit,23_6_A,2023.0,-2.435991012208996,52.78644872587654
Great tit,23_6_C,2023.0,-2.4315640516550494,52.788454466045856
Great tit,23_6_B,2023.0,-2.431259761558108,52.788894724449484
Great tit,23_6_A,2023.0,-2.430204819825325,52.78858924058775
Great tit,23_6_C,2023.0,-2.429741374927812,52.78758278174085
Great tit,23_6_B,2023.0,-2.4299120006229513,52.787639443963606
Robin,23_6_B,2023.0,-2.4334399495911634,52.78770297653448
Robin,23_6_A,2023.0,-2.430657305063091,52.78784676881782
Robin,23_6_B,2023.0,-2.4313367067592644,52.78903191812151
Robin,23_6_A,2023.0,-2.428096555711417,52.78813862466182
Song thrush,23_6_B,2023.0,-2.4296770095070856,52.78872099014849
Song thrush,23_6_B,2023.0,-2.42999856061321,52.787474925651736
Woodpigeon,23_6_C,2023.0,-2.432207943673491,52.787325601968654
Woodpigeon,23_6_B,2023.0,-2.4303808858803246,52.78728260332317
Woodpigeon,23_6_C,2023.0,-2.430092058972275,52.78737530016585
Blue tit,23_6_A,2023.0,-2.4310455969345073,52.78825777871323
Wren,23_6_A,2023.0,-2.4358193525493723,52.786288970990036
Wren,23_6_C,2023.0,-2.433369712773605,52.786973859664776
Wren,23_6_B,2023.0,-2.434162382399696,52.7875093984841
Wren,23_6_C,2023.0,-2.4340097096565145,52.78799111470904
Wren,23_6_C,2023.0,-2.4333232349653087,52.787367356607405
Wren,23_6_A,2023.0,-2.4333287363072538,52.78728714360244
Wren,23_6_C,2023.0,-2.4325056027414123,52.787488721298494
Wren,23_6_A,2023.0,-2.4325255419399663,52.78886338383588
Wren,23_6_B,2023.0,-2.4305082890582974,52.78742725185383
Wren,23_6_B,2023.0,-2.431337802627247,52.789142656676454
Wren,23_6_C,2023.0,-2.431309395723854,52.78881816977981
Wren,23_6_C,2023.0,-2.428893475636098,52.787830248582004
Wren,23_6_A,2023.0,-2.429271653876248,52.78785561125527
Whitethroat,23_6_C,2023.0,-2.435755758252164,52.78622810530633
Wren,23_6_C,2023.0,-2.4303266061419664,52.78880264641238
Wren,23_6_C,2023.0,-2.4319443388596724,52.7893275658216
Blue tit,23_6_C,2023.0,-2.427025900931795,52.78815394078951
Chaffinch,23_6_C,2023.0,-2.4240458633133457,52.78937898276752
Dunnock,23_6_D,2023.0,-2.425741432082436,52.78884974503789
Chaffinch,23_6_C,2023.0,-2.426444947455654,52.78864864458524
Great tit,23_6_A,2023.0,-2.4268621738966525,52.78815834892681
Robin,23_6_A,2023.0,-2.4265052815892774,52.78837729934787
Skylark,23_6_B,2023.0,-2.425936088240046,52.78814258510738
Robin,23_6_B,2023.0,-2.4248687741542634,52.789146915071086
Chiffchaff,23_7_A,2023.0,-2.4326752366593016,52.78409453544629
Song thrush,23_7_A,2023.0,-2.4311794439302994,52.78209667308525
Blackbird,23_7_C,2023.0,-2.4317430060372356,52.782656449750625
Blackbird,23_7_A,2023.0,-2.4316099036328866,52.782885211888676
Blackbird,23_7_C,2023.0,-2.4313524262522943,52.78294257689417
Blackbird,23_7_B,2023.0,-2.432704389894923,52.78404826057653
Blackbird,23_7_C,2023.0,-2.432346730176035,52.7842419337988
Blackbird,23_7_C,2023.0,-2.4306192030861897,52.78451497064137
Blackbird,23_7_B,2023.0,-2.430091003625681,52.784575880522716
Blackbird,23_7_A,2023.0,-2.430056372388251,52.78492483471082
Blackbird,23_7_A,2023.0,-2.4280677068367646,52.784888426202414
Blackbird,23_7_C,2023.0,-2.4275327032350242,52.7846877278196
Blackbird,23_7_B,2023.0,-2.427257484311821,52.78466307054809
Blackbird,23_7_B,2023.0,-2.426810080373799,52.78476727826252
Blackbird,23_7_A,2023.0,-2.427182813052577,52.78395029288357
Blackbird,23_7_C,2023.0,-2.4278426498981935,52.78350931346117
Blackbird,23_7_B,2023.0,-2.425712246437678,52.78238072240038
Chiffchaff,23_7_B,2023.0,-2.4279900507875856,52.78473481153287
Chiffchaff,23_7_A,2023.0,-2.4271428901235046,52.78462500961796
Chiffchaff,23_7_C,2023.0,-2.4271589818339434,52.78454030943008
Chiffchaff,23_7_C,2023.0,-2.4275169027696215,52.78350792333101
Chiffchaff,23_7_B,2023.0,-2.4276011536843214,52.78347171074062
Chiffchaff,23_7_A,2023.0,-2.42490193554844,52.78387640989895
Chiffchaff,23_7_B,2023.0,-2.424631486196376,52.78347212186675
Chiffchaff,23_7_C,2023.0,-2.4244062393637216,52.78336520172406
Song thrush,23_7_C,2023.0,-2.4272683793513457,52.78361654550259
Song thrush,23_7_C,2023.0,-2.42780364185439,52.78470727006225
Song thrush,23_7_C,2023.0,-2.4255484038846604,52.78379714434959
Woodpigeon,23_7_C,2023.0,-2.4310085116294657,52.78195889914009
Woodpigeon,23_7_A,2023.0,-2.431013400885856,52.78202556922274
Woodpigeon,23_7_B,2023.0,-2.430971582504258,52.78207445463826
Woodpigeon,23_7_A,2023.0,-2.4318952377572147,52.78265076558691
Woodpigeon,23_7_B,2023.0,-2.432063525493556,52.78255781554362
Woodpigeon,23_7_B,2023.0,-2.4328495350755874,52.784127243304525
Woodpigeon,23_7_C,2023.0,-2.4317021047952214,52.78439994055404
Woodpigeon,23_7_B,2023.0,-2.429471957014749,52.78480880615928
Woodpigeon,23_7_C,2023.0,-2.4265540311444833,52.78383745562175
Woodpigeon,23_7_A,2023.0,-2.4247633075345596,52.784573281189864
Skylark,23_7_C,2023.0,-2.4305374826695436,52.78427192091641
Skylark,23_7_C,2023.0,-2.4297783907593398,52.78437887409086
Skylark,23_7_A,2023.0,-2.4303132624715174,52.78499411742022
Skylark,23_7_B,2023.0,-2.4261941153494533,52.78488475446234
Skylark,23_7_A,2023.0,-2.426062888460655,52.78430811993519
Dunnock,23_7_A,2023.0,-2.4313168010683635,52.78220112478708
Dunnock,23_7_C,2023.0,-2.4316842473495086,52.78259654841237
Dunnock,23_7_A,2023.0,-2.4300342259710614,52.784850853069024
Dunnock,23_7_A,2023.0,-2.427297859814627,52.783522178603896
Dunnock,23_7_A,2023.0,-2.425187471153547,52.78401068579969
Dunnock,23_7_A,2023.0,-2.4258533279224634,52.783831958575355
Dunnock,23_7_B,2023.0,-2.4254755984462317,52.782378525867074
Robin,23_7_A,2023.0,-2.4314561540490582,52.7822567254269
Robin,23_7_C,2023.0,-2.4319883229530546,52.782599448804646
Robin,23_7_C,2023.0,-2.4321350267761113,52.783396443211345
Robin,23_7_C,2023.0,-2.4327961004226064,52.784071330775895
Robin,23_7_B,2023.0,-2.4305004362211404,52.784536562404256
Robin,23_7_A,2023.0,-2.4274347672771,52.7840026070304
Robin,23_7_C,2023.0,-2.427270742559979,52.784127436248106
Robin,23_7_A,2023.0,-2.4273976720240227,52.78358994950928
Robin,23_7_A,2023.0,-2.426909304982162,52.783667854560434
Robin,23_7_C,2023.0,-2.4263153384645744,52.78376216799404
Robin,23_7_A,2023.0,-2.425199322489037,52.78387037446019
Robin,23_7_B,2023.0,-2.4248240159621646,52.78402000374297
Robin,23_7_B,2023.0,-2.4255230020683403,52.784526473178225
Robin,23_7_B,2023.0,-2.424460966224502,52.78339209777977
Robin,23_7_B,2023.0,-2.4253279990887426,52.78283192344266
Robin,23_7_A,2023.0,-2.425544548460925,52.78267083927261
Chaffinch,23_7_A,2023.0,-2.4306355034318177,52.78221560604039
Chaffinch,23_7_B,2023.0,-2.4306198328215016,52.78215182500371
Chaffinch,23_7_C,2023.0,-2.43092702772234,52.782036712773085
Chaffinch,23_7_A,2023.0,-2.424865952958389,52.783577743190904
Chaffinch,23_7_C,2023.0,-2.4250456313820115,52.783247330882006
Blue tit,23_7_A,2023.0,-2.431439110487312,52.78244213690966
Blue tit,23_7_C,2023.0,-2.4313032823335115,52.78233465367855
Blue tit,23_7_B,2023.0,-2.431792385454574,52.78263637760628
Blue tit,23_7_C,2023.0,-2.4315163613867474,52.78441171197197
Blue tit,23_7_B,2023.0,-2.4301862497205575,52.784731721350546
Blue tit,23_7_C,2023.0,-2.429347877504748,52.78464429215685
Blue tit,23_7_A,2023.0,-2.4281503609821034,52.78474492571356
Blue tit,23_7_B,2023.0,-2.426724051113198,52.78458372328636
Blue tit,23_7_A,2023.0,-2.427170239276553,52.784436201688386
Blue tit,23_7_B,2023.0,-2.4273792683276376,52.78415529132299
Blue tit,23_7_C,2023.0,-2.4272121271110634,52.78429013557196
Blue tit,23_7_B,2023.0,-2.4277398202327594,52.783619941614766
Blue tit,23_7_C,2023.0,-2.427517793150826,52.78355653953723
Blue tit,23_7_C,2023.0,-2.426984495284206,52.783654764974344
Blue tit,23_7_B,2023.0,-2.4253176318797256,52.78399344164735
Blue tit,23_7_A,2023.0,-2.4249976105032993,52.78375236970226
Blue tit,23_7_A,2023.0,-2.4250432083474163,52.78349247716645
Blue tit,23_7_B,2023.0,-2.4246878724648844,52.78357838106981
Blue tit,23_7_B,2023.0,-2.425287618760134,52.78289043009131
Blue tit,23_7_A,2023.0,-2.4251231830368334,52.782809307152235
Blue tit,23_7_B,2023.0,-2.425228614077979,52.78226904268458
Blackcap,23_7_B,2023.0,-2.431906882681986,52.78253381994747
Blackcap,23_7_C,2023.0,-2.4318398783170436,52.782572001941
Blackcap,23_7_B,2023.0,-2.4326813620168823,52.78394637490899
Blackcap,23_7_A,2023.0,-2.43040678843523,52.78464337199808
Blackcap,23_7_C,2023.0,-2.4303288858328247,52.78455318726506
Blackcap,23_7_C,2023.0,-2.4272552812952504,52.78378219509265
Blackcap,23_7_B,2023.0,-2.4250077536618315,52.783311669344606
Blackcap,23_7_A,2023.0,-2.4255074461118884,52.782729134741835
Blackcap,23_7_B,2023.0,-2.4253700371765157,52.78245822532585
Great spotted wood,23_7_A,2023.0,-2.432502086064099,52.78431181701806
Wren,23_7_A,2023.0,-2.4308281053481804,52.781980347628256
Wren,23_7_B,2023.0,-2.431589060143569,52.78251746722698
Wren,23_7_C,2023.0,-2.4308766083333655,52.78201810938419
Wren,23_7_C,2023.0,-2.4310316857372203,52.782125523141985
Wren,23_7_C,2023.0,-2.4318171435366636,52.7827063267954
Wren,23_7_A,2023.0,-2.4317676698723276,52.78305670361732
Wren,23_7_B,2023.0,-2.4316657605294103,52.78297244375307
Wren,23_7_B,2023.0,-2.4328911355656704,52.783744246282104
Wren,23_7_B,2023.0,-2.432572226120069,52.784104361530034
Wren,23_7_C,2023.0,-2.430213429258531,52.78455944277845
Wren,23_7_B,2023.0,-2.429987501802118,52.784589445218764
Wren,23_7_A,2023.0,-2.430022863044646,52.7847585786672
Wren,23_7_A,2023.0,-2.428703610658346,52.78471666225399
Wren,23_7_B,2023.0,-2.4294392401839557,52.78463520643355
Wren,23_7_C,2023.0,-2.429126733383068,52.784671357333785
Wren,23_7_B,2023.0,-2.426883054734943,52.78460066085619
Wren,23_7_A,2023.0,-2.4276188371524463,52.78355325691863
Wren,23_7_B,2023.0,-2.427521718992844,52.78346605793109
Wren,23_7_C,2023.0,-2.4268259236385883,52.78368160056009
Wren,23_7_B,2023.0,-2.4267262218024115,52.78382203799602
Wren,23_7_A,2023.0,-2.4265519254652035,52.78371760608432
Wren,23_7_C,2023.0,-2.425058041139194,52.78402647373754
Wren,23_7_C,2023.0,-2.4255878124316825,52.78258001278425
Goldfinch,23_7_C,2023.0,-2.4308945933036608,52.78194835488748
Goldfinch,23_7_C,2023.0,-2.4309915563206013,52.78209741979306
Greenfinch,23_7_B,2023.0,-2.4284584002003817,52.784743813181734
Greenfinch,23_7_C,2023.0,-2.4252455858901563,52.78252871099336
Great tit,23_7_A,2023.0,-2.4263127303318575,52.782390637415624
Great tit,23_7_A,2023.0,-2.427489458948026,52.783612089473735
Wren,23_7_A,2023.0,-2.4273795190099827,52.78467183031277
Long-tailed tit,23_7_C,2023.0,-2.4251882552879285,52.78306588469468
Skylark,23_8_B,2023.0,-2.422031293701361,52.78261315138906
Mistle thrush,23_8_B,2023.0,-2.4224117375266863,52.782635143270134
Blackbird,23_8_C,2023.0,-2.4250646360394867,52.782234610903686
Blackbird,23_8_C,2023.0,-2.424436324973108,52.78196545898961
Blackbird,23_8_A,2023.0,-2.4224481480940567,52.782419059004084
Blackbird,23_8_A,2023.0,-2.4227453335387454,52.78130028902452
Blackbird,23_8_C,2023.0,-2.4225623081395975,52.781286349828065
Blackbird,23_8_C,2023.0,-2.422715336214721,52.7820845081277
Blackbird,23_8_C,2023.0,-2.4205821071544285,52.78156771021943
Blackbird,23_8_C,2023.0,-2.419254605901048,52.781157464509526
Blackbird,23_8_C,2023.0,-2.420150532099366,52.780483995268014
Blackbird,23_8_C,2023.0,-2.4200591967058895,52.78037032252551
Blackbird,23_8_C,2023.0,-2.4206007482387544,52.77960234762037
Blackbird,23_8_B,2023.0,-2.420381712380873,52.77950280754474
Blackbird,23_8_C,2023.0,-2.4223705113326526,52.77887651227357
Blackbird,23_8_B,2023.0,-2.422776430431374,52.7785511336973
Blackbird,23_8_A,2023.0,-2.4239265274559427,52.779034384950336
Blackbird,23_8_B,2023.0,-2.4238602873726696,52.77915135400749
Song thrush,23_8_B,2023.0,-2.419692550744918,52.78215452285586
Song thrush,23_8_C,2023.0,-2.419950666693215,52.782468785973876
Song thrush,23_8_B,2023.0,-2.4212169481639774,52.77853041868887
Robin,23_8_B,2023.0,-2.4227149519515487,52.782137950960404
Robin,23_8_A,2023.0,-2.422701051042277,52.78219344830855
Robin,23_8_A,2023.0,-2.4207567346334793,52.779713966640536
Robin,23_8_A,2023.0,-2.4215247979259313,52.77950987576257
Robin,23_8_B,2023.0,-2.420165046315421,52.77924329900593
Robin,23_8_B,2023.0,-2.4221265727436805,52.779032051148285
Robin,23_8_A,2023.0,-2.4225471021360407,52.77872413120014
Robin,23_8_C,2023.0,-2.422494504475631,52.77875933829359
Robin,23_8_C,2023.0,-2.4232253462771687,52.77868961106638
Robin,23_8_B,2023.0,-2.423634404340247,52.77868815040639
Robin,23_8_A,2023.0,-2.4233605481650677,52.778735821355134
Great tit,23_8_B,2023.0,-2.424501022517949,52.78218410030998
Great tit,23_8_A,2023.0,-2.424442671914307,52.78212302476168
Great tit,23_8_C,2023.0,-2.423328524632469,52.78138575772458
Great tit,23_8_C,2023.0,-2.4227659122203833,52.78193348793131
Great tit,23_8_B,2023.0,-2.4229585660140796,52.78194739247513
Great tit,23_8_A,2023.0,-2.422742498999675,52.78200069241899
Great tit,23_8_C,2023.0,-2.4226210150088385,52.782377586789906
Great tit,23_8_A,2023.0,-2.4209197996792717,52.782646284886404
Great tit,23_8_B,2023.0,-2.420478787410308,52.78183364238331
Great tit,23_8_A,2023.0,-2.4210156549413346,52.77961382524079
Great tit,23_8_A,2023.0,-2.4216585330726055,52.77940434126992
Greenfinch,23_8_B,2023.0,-2.4248489398848325,52.782325851321474
Dunnock,23_8_B,2023.0,-2.420232097148185,52.78170611142022
Dunnock,23_8_A,2023.0,-2.420362717556839,52.781775687786684
Dunnock,23_8_A,2023.0,-2.4236492849998585,52.781705625834626
Dunnock,23_8_C,2023.0,-2.4228224489334345,52.78180779923325
Dunnock,23_8_C,2023.0,-2.4229701732285847,52.781159408605234
Dunnock,23_8_C,2023.0,-2.421912423842305,52.78226629608797
Blue tit,23_8_B,2023.0,-2.4246828299648837,52.78207255375308
Blue tit,23_8_A,2023.0,-2.4240108678941623,52.78176853623727
Blue tit,23_8_C,2023.0,-2.424992272789004,52.782217360431574
Blue tit,23_8_B,2023.0,-2.422887081544772,52.78202060504802
Blue tit,23_8_C,2023.0,-2.422836519381138,52.78176981109429
Blue tit,23_8_C,2023.0,-2.4225815787374243,52.78228142326226
Blue tit,23_8_A,2023.0,-2.42197105355201,52.782356554930416
Blue tit,23_8_A,2023.0,-2.4212802021290156,52.78258663899713
Blue tit,23_8_B,2023.0,-2.419698570540702,52.78077997982101
Dunnock,23_8_C,2023.0,-2.4198335504029345,52.78080284845832
Blue tit,23_8_A,2023.0,-2.422241394187594,52.7789616029931
Dunnock,23_8_B,2023.0,-2.4241478166271238,52.779024838723075
Woodpigeon,23_8_B,2023.0,-2.4238290032485073,52.781874245363326
Woodpigeon,23_8_A,2023.0,-2.42285424094464,52.78210827131165
Woodpigeon,23_8_A,2023.0,-2.419713561549487,52.78133732308686
Woodpigeon,23_8_B,2023.0,-2.4195599469514497,52.7813787229599
Woodpigeon,23_8_B,2023.0,-2.419688214824052,52.78070414052884
Woodpigeon,23_8_C,2023.0,-2.4193004795906243,52.781423415269565
Woodpigeon,23_8_B,2023.0,-2.4209629986233194,52.779643195242485
Woodpigeon,23_8_A,2023.0,-2.420286596767794,52.779371273736
Woodpigeon,23_8_A,2023.0,-2.422083712350121,52.77907889662
Woodpigeon,23_8_A,2023.0,-2.4234570522898906,52.778761741538446
Woodpigeon,23_8_C,2023.0,-2.4235874421848282,52.77880796875239
Whitethroat,23_8_A,2023.0,-2.422663368804174,52.782278213469006
Whitethroat,23_8_A,2023.0,-2.41981519112885,52.781395329442496
Whitethroat,23_8_B,2023.0,-2.4209522447265313,52.782018734174024
Chiffchaff,23_8_B,2023.0,-2.422081268887893,52.78230655150827
Chiffchaff,23_8_A,2023.0,-2.4226170225099843,52.78246223186296
Chiffchaff,23_8_A,2023.0,-2.4218137258143857,52.78251178481509
Chiffchaff,23_8_B,2023.0,-2.41927191177605,52.781455617635224
Chiffchaff,23_8_A,2023.0,-2.4195766704066517,52.781116016316915
Chiffchaff,23_8_C,2023.0,-2.419641998047219,52.78090274886212
Chiffchaff,23_8_C,2023.0,-2.419956037967546,52.78052809401505
Chiffchaff,23_8_A,2023.0,-2.419849260369201,52.78043508633312
Chiffchaff,23_8_A,2023.0,-2.4239157959939073,52.77892060934894
Blackcap,23_8_B,2023.0,-2.422153198519929,52.78231888957493
Blackcap,23_8_B,2023.0,-2.4239155097070233,52.77883616105708
Blackcap,23_8_C,2023.0,-2.424020674569153,52.77895199852333
Chaffinch,23_8_B,2023.0,-2.422520730898851,52.782383988278184
Chaffinch,23_8_B,2023.0,-2.419881764853162,52.78243984691141
Chaffinch,23_8_B,2023.0,-2.4202262422135767,52.781817715183884
